location,country,time,temp_c,wind_kph,humidity,pressure_mb,precip_mm,cloud,visibility,uv,condition
Hanoi,Vietnam,2025-04-10 21:15,24.3,18.4,89.0,1006.0,0.0,100.0,6.0,0.0,Overcast
