location,country,time,temp_c,wind_kph,humidity,pressure_mb,precip_mm,cloud,visibility,uv,condition
Hanoi,Vietnam,2025-04-10 19:16,24.3,21.6,94.0,1005.0,0.0,100.0,5.0,0.0,Mist
