location,country,time,temp_c,wind_kph,humidity,pressure_mb,precip_mm,cloud,visibility,uv,condition
Hanoi,Vietnam,2025-04-10 17:32,27.2,22.3,79.0,1004.0,0.0,75.0,9.0,0.4,Partly cloudy
